annotation,start,end,duration,type
Partic_LC,1667376095.301031,1667376096.341031,1.0399999618530273,
Partic_RC,1667376095.301031,1667376096.381031,1.0799999237060547,
Partic_MID,1667376095.301031,1667376096.381031,1.0799999237060547,
Partic_RC,1667376101.057031,1667376102.057031,1,
Partic_MID,1667376101.061031,1667376102.061031,1,
Partic_RC,1667376105.917031,1667376107.117031,1.2000000476837158,
Partic_MID,1667376105.917031,1667376107.117031,1.2000000476837158,
Partic_LC,1667376105.961031,1667376107.081031,1.1200001239776611,
Partic_RC,1667376121.585031,1667376122.585031,1,
Partic_MID,1667376121.593031,1667376122.593031,1,
Partic_RC,1667376133.413031,1667376134.933031,1.5199999809265137,
Partic_MID,1667376133.413031,1667376134.933031,1.5199999809265137,
Partic_LC,1667376133.497031,1667376134.937031,1.440000057220459,
Partic_RC,1667376146.481031,1667376147.521031,1.0399999618530273,
Partic_MID,1667376146.481031,1667376147.481031,1,
Partic_LC,1667376146.485031,1667376147.485031,1,
Partic_RT,1667376146.605031,1667376147.605031,1,
Partic_RC,1667376149.905031,1667376150.905031,1,
Partic_MID,1667376149.905031,1667376150.905031,1,
Partic_MID,1667376168.669031,1667376169.869031,1.2000000476837158,
Partic_RC,1667376168.677031,1667376169.877031,1.2000000476837158,
Partic_LC,1667376168.737031,1667376169.777031,1.0399999618530273,
Partic_RT,1667376168.845031,1667376169.845031,1,
Partic_MID,1667376194.765031,1667376195.845031,1.0799999237060547,
Partic_RC,1667376194.829031,1667376195.869031,1.0399999618530273,
Partic_LC,1667376194.893031,1667376195.893031,1,
Partic_MID,1667376246.461031,1667376247.461031,1,
Partic_RC,1667376246.485031,1667376247.485031,1,
Partic_LC,1667376246.493031,1667376247.493031,1,
Partic_MID,1667376258.801031,1667376259.801031,1,
Partic_RC,1667376258.805031,1667376259.805031,1,
Partic_LC,1667376258.913031,1667376259.913031,1,
Partic_RC,1667376262.449031,1667376263.449031,1,
Partic_RC,1667376268.857031,1667376269.897031,1.0399999618530273,
Partic_MID,1667376268.861031,1667376269.901031,1.0399999618530273,
Partic_LC,1667376268.865031,1667376269.865031,1,
Partic_RC,1667376272.745031,1667376273.865031,1.119999885559082,
Partic_MID,1667376272.745031,1667376273.865031,1.119999885559082,
Partic_LC,1667376272.777031,1667376273.817031,1.0399999618530273,
Partic_MID,1667376277.005031,1667376278.005031,1,
Partic_LC,1667376277.009031,1667376278.009031,1,
Partic_RC,1667376277.009031,1667376278.009031,1,
Partic_RC,1667376280.381031,1667376281.381031,1,
Partic_MID,1667376280.381031,1667376281.381031,1,
Partic_RC,1667376296.725031,1667376297.765031,1.0400002002716064,
Partic_MID,1667376296.729031,1667376297.769031,1.0399999618530273,
Partic_LC,1667376296.797031,1667376297.797031,1,
Partic_MID,1667376300.393031,1667376301.393031,1,
Partic_RC,1667376300.421031,1667376301.421031,1,
Partic_LC,1667376300.485031,1667376301.485031,1,
Partic_MID,1667376328.105031,1667376329.105031,1,
Partic_RC,1667376328.117031,1667376329.117031,1,
Partic_RC,1667376340.605031,1667376341.965031,1.3599998950958252,
Partic_MID,1667376340.605031,1667376341.605031,1,
Partic_LC,1667376340.641031,1667376341.881031,1.2400000095367432,
Partic_RC,1667376350.781031,1667376351.781031,1,
Partic_MID,1667376350.781031,1667376351.781031,1,
Partic_LC,1667376350.797031,1667376351.797031,1,
Partic_LC,1667376354.697031,1667376355.777031,1.0799999237060547,
Partic_RC,1667376354.697031,1667376355.897031,1.2000000476837158,
Partic_MID,1667376354.697031,1667376355.897031,1.2000000476837158,
Partic_MID,1667376361.001031,1667376362.001031,1,
Partic_RC,1667376361.005031,1667376362.005031,1,
Partic_RC,1667376375.249031,1667376376.329031,1.0799999237060547,
Partic_MID,1667376375.253031,1667376376.333031,1.0799999237060547,
Partic_LC,1667376375.297031,1667376376.337031,1.0399999618530273,
Partic_RC,1667376384.041031,1667376385.041031,1,
Partic_RC,1667376386.589031,1667376387.589031,1,
Partic_MID,1667376386.617031,1667376387.617031,1,
Partic_RC,1667376400.409031,1667376401.409031,1,
Partic_MID,1667376400.409031,1667376401.409031,1,
Partic_RT,1667376400.413031,1667376401.413031,1,
Partic_LC,1667376400.417031,1667376401.417031,1,
Partic_RC,1667376425.729031,1667376426.769031,1.0399999618530273,
Partic_MID,1667376425.729031,1667376426.809031,1.0799999237060547,
Partic_LC,1667376425.845031,1667376426.845031,1,
Partic_RC,1667376462.561031,1667376463.561031,1,
Partic_MID,1667376462.561031,1667376463.561031,1,
Partic_LC,1667376462.589031,1667376463.589031,1,
Partic_RC,1667376546.765031,1667376548.045031,1.2799999713897705,
Partic_MID,1667376546.765031,1667376548.045031,1.2799999713897705,
Partic_RC,1667376573.485031,1667376575.005031,1.5200002193450928,
Partic_MID,1667376573.521031,1667376575.041031,1.5199999809265137,
Partic_LC,1667376573.553031,1667376574.913031,1.3600001335144043,
Partic_RT,1667376573.801031,1667376574.801031,1,
Partic_RC,1667376583.401031,1667376584.601031,1.2000000476837158,
Partic_MID,1667376583.405031,1667376584.605031,1.2000000476837158,
Partic_RT,1667376583.461031,1667376584.461031,1,
Partic_LC,1667376583.465031,1667376584.585031,1.1200001239776611,
Partic_RC,1667376611.969031,1667376612.969031,1,
Partic_RC,1667376637.329031,1667376638.329031,1,
Partic_MID,1667376637.329031,1667376638.369031,1.0399999618530273,
Partic_LC,1667376637.337031,1667376638.337031,1,
Partic_RC,1667376648.381031,1667376649.381031,1,
Partic_MID,1667376648.381031,1667376649.381031,1,
Partic_LC,1667376648.453031,1667376649.453031,1,
Partic_RC,1667376655.061031,1667376656.061031,1,
Partic_MID,1667376655.061031,1667376656.061031,1,
Partic_MID,1667376658.461031,1667376659.461031,1,
Partic_RC,1667376658.525031,1667376659.525031,1,
Partic_LC,1667376671.177031,1667376672.337031,1.1599998474121094,
Partic_RC,1667376671.245031,1667376672.365031,1.119999885559082,
Partic_MID,1667376671.245031,1667376672.365031,1.119999885559082,
Partic_RC,1667376687.489031,1667376688.569031,1.0799999237060547,
Partic_MID,1667376687.489031,1667376688.649031,1.1599998474121094,
Partic_LC,1667376687.493031,1667376688.493031,1,
Partic_MID,1667376699.741031,1667376700.821031,1.0800001621246338,
Partic_RC,1667376699.745031,1667376700.865031,1.119999885559082,
Partic_LC,1667376699.769031,1667376700.769031,1,
Partic_RT,1667376699.889031,1667376700.889031,1,
Partic_RC,1667376706.077031,1667376707.077031,1,
Partic_MID,1667376710.769031,1667376711.769031,1,
Partic_MID,1667376717.137031,1667376718.777031,1.6399998664855957,
Partic_RC,1667376717.221031,1667376718.741031,1.5199999809265137,
Partic_LC,1667376717.349031,1667376718.709031,1.3600001335144043,
Partic_MID,1667376737.485031,1667376738.485031,1,
Partic_RC,1667376737.489031,1667376738.489031,1,
Partic_LC,1667376737.529031,1667376738.529031,1,
Partic_RC,1667376750.761031,1667376752.121031,1.3600001335144043,
Partic_MID,1667376750.761031,1667376752.121031,1.3600001335144043,
Partic_LC,1667376750.769031,1667376751.929031,1.1599998474121094,
Partic_RC,1667376755.405031,1667376756.645031,1.2400000095367432,
Partic_MID,1667376755.405031,1667376756.645031,1.2400000095367432,
Partic_LC,1667376755.525031,1667376756.565031,1.0399999618530273,
Partic_RC,1667376769.613031,1667376770.933031,1.320000171661377,
Partic_MID,1667376769.613031,1667376770.933031,1.320000171661377,
Partic_LC,1667376769.617031,1667376770.737031,1.119999885559082,
Partic_RC,1667376775.245031,1667376776.245031,1,
Partic_MID,1667376775.245031,1667376776.245031,1,
Partic_RC,1667376798.513031,1667376799.513031,1,
Partic_MID,1667376798.517031,1667376799.517031,1,
Partic_RC,1667376802.613031,1667376803.613031,1,
Partic_MID,1667376802.613031,1667376803.613031,1,
Partic_LC,1667376802.793031,1667376803.793031,1,
Partic_RC,1667376810.273031,1667376811.273031,1,
Partic_MID,1667376810.273031,1667376811.273031,1,
Partic_MID,1667376851.329031,1667376852.369031,1.0399999618530273,
Partic_RC,1667376851.345031,1667376852.385031,1.0399999618530273,
Partic_LC,1667376851.353031,1667376852.353031,1,
Partic_RC,1667376869.997031,1667376871.437031,1.440000057220459,
Partic_MID,1667376869.997031,1667376871.437031,1.440000057220459,
Partic_LC,1667376870.033031,1667376871.393031,1.3599998950958252,
Partic_RT,1667376870.253031,1667376871.253031,1,
Partic_LC,1667376878.801031,1667376879.801031,1,
Partic_RC,1667376878.801031,1667376879.801031,1,
Partic_MID,1667376878.801031,1667376879.801031,1,
Partic_MID,1667376921.125031,1667376922.245031,1.1200001239776611,
Partic_RC,1667376921.185031,1667376922.225031,1.0399999618530273,
Partic_RC,1667376929.853031,1667376930.853031,1,
Partic_MID,1667376929.881031,1667376930.881031,1,
Partic_RC,1667376935.245031,1667376936.245031,1,
Partic_MID,1667376935.245031,1667376936.245031,1,
Partic_LC,1667376950.849031,1667376951.849031,1,
Partic_RC,1667376950.853031,1667376951.853031,1,
Partic_MID,1667376950.853031,1667376951.853031,1,
Partic_RC,1667376975.861031,1667376976.861031,1,
Partic_MID,1667376975.861031,1667376976.861031,1,
Partic_RC,1667376987.461031,1667376988.461031,1,
Partic_MID,1667376987.461031,1667376988.461031,1,
Partic_LC,1667376987.497031,1667376988.497031,1,
Partic_RC,1667377008.593031,1667377009.593031,1,
Partic_RC,1667377066.989031,1667377067.989031,1,
Partic_MID,1667377066.989031,1667377067.989031,1,
Partic_LC,1667377066.997031,1667377067.997031,1,
Partic_RC,1667377145.925031,1667377147.005031,1.0800001621246338,
Partic_MID,1667377145.925031,1667377147.005031,1.0800001621246338,
Partic_LC,1667377145.929031,1667377147.009031,1.0800001621246338,
Partic_RC,1667377152.381031,1667377153.381031,1,
Partic_MID,1667377152.381031,1667377153.381031,1,
Partic_RC,1667377155.429031,1667377156.469031,1.0400002002716064,
Partic_MID,1667377155.429031,1667377156.469031,1.0400002002716064,
Partic_LC,1667377155.521031,1667377156.521031,1,
Partic_LC,1667377177.677031,1667377178.677031,1,
Partic_RC,1667377177.681031,1667377178.681031,1,
Partic_MID,1667377177.825031,1667377178.825031,1,
Partic_MID,1667377203.313031,1667377204.313031,1,
Partic_RC,1667377203.317031,1667377204.317031,1,
Partic_RC,1667377215.353031,1667377216.353031,1,
Partic_MID,1667377215.353031,1667377216.353031,1,
Partic_LC,1667377215.421031,1667377216.421031,1,
Partic_MID,1667377299.581031,1667377300.581031,1,
Partic_RC,1667377299.605031,1667377300.605031,1,
Partic_LC,1667377299.637031,1667377300.637031,1,
Partic_MID,1667377313.661031,1667377314.661031,1,
Partic_RC,1667377313.785031,1667377314.785031,1,
Partic_LC,1667377313.821031,1667377314.821031,1,
Partic_MID,1667377330.801031,1667377331.801031,1,
Partic_RC,1667377330.833031,1667377331.833031,1,
Partic_LC,1667377330.865031,1667377331.865031,1,
Partic_RC,1667377344.305031,1667377345.305031,1,
Partic_MID,1667377344.309031,1667377345.309031,1,
Partic_LC,1667377344.313031,1667377345.313031,1,
Partic_RC,1667377390.493031,1667377391.493031,1,
Partic_MID,1667377390.497031,1667377391.497031,1,
Partic_RC,1667377411.369031,1667377412.369031,1,
Partic_MID,1667377411.369031,1667377412.409031,1.0399999618530273,
Partic_LC,1667377411.437031,1667377412.437031,1,
Partic_RC,1667377459.045031,1667377460.085031,1.0399999618530273,
Partic_MID,1667377459.045031,1667377460.085031,1.0399999618530273,
Partic_LC,1667377459.101031,1667377460.101031,1,
Partic_RC,1667377469.377031,1667377470.537031,1.1599998474121094,
Partic_MID,1667377469.377031,1667377470.537031,1.1599998474121094,
Partic_LC,1667377469.385031,1667377470.505031,1.1200001239776611,
Partic_RT,1667377469.469031,1667377470.669031,1.1999998092651367,
Partic_LT,1667377469.589031,1667377470.589031,1,
Partic_MID,1667377479.237031,1667377480.277031,1.0399999618530273,
Partic_RC,1667377479.245031,1667377480.285031,1.0399999618530273,
Partic_LC,1667377479.253031,1667377480.253031,1,
Partic_RT,1667377479.353031,1667377480.353031,1,
Partic_RC,1667377483.785031,1667377484.785031,1,
Partic_MID,1667377483.785031,1667377484.785031,1,
Partic_RC,1667377496.221031,1667377497.221031,1,
Partic_MID,1667377496.245031,1667377497.245031,1,
Partic_RC,1667377500.621031,1667377501.981031,1.3599998950958252,
Partic_MID,1667377500.621031,1667377501.981031,1.3599998950958252,
Partic_LC,1667377500.625031,1667377501.985031,1.3599998950958252,
Partic_RC,1667377509.765031,1667377510.765031,1,
Partic_MID,1667377509.765031,1667377510.765031,1,
Partic_RC,1667377516.609031,1667377517.609031,1,
Partic_MID,1667377516.613031,1667377517.613031,1,
Partic_LC,1667377516.693031,1667377517.693031,1,
Partic_RC,1667377539.029031,1667377540.029031,1,
Partic_MID,1667377539.033031,1667377540.033031,1,
Partic_RC,1667377543.185031,1667377544.305031,1.1200001239776611,
Partic_MID,1667377543.185031,1667377544.305031,1.1200001239776611,
Partic_LC,1667377543.189031,1667377544.269031,1.0800001621246338,
Partic_LC,1667377556.537031,1667377557.737031,1.2000000476837158,
Partic_RC,1667377556.789031,1667377557.829031,1.0399999618530273,
Partic_MID,1667377556.789031,1667377557.829031,1.0399999618530273,
Partic_RC,1667377627.305031,1667377628.345031,1.0399999618530273,
Partic_MID,1667377627.305031,1667377628.345031,1.0399999618530273,
Partic_LC,1667377627.365031,1667377628.365031,1,
Partic_MID,1667377638.109031,1667377639.109031,1,
Partic_RC,1667377638.113031,1667377639.113031,1,
Partic_LC,1667377638.141031,1667377639.141031,1,
Partic_RC,1667377645.653031,1667377646.653031,1,
Partic_MID,1667377645.673031,1667377646.673031,1,
Partic_LC,1667377645.681031,1667377646.681031,1,
Partic_MID,1667377650.585031,1667377651.785031,1.2000000476837158,
Partic_RC,1667377650.589031,1667377651.869031,1.2799999713897705,
Partic_LC,1667377650.593031,1667377651.873031,1.2799999713897705,
Partic_RC,1667377654.625031,1667377655.625031,1,
Partic_MID,1667377654.625031,1667377655.625031,1,
Partic_RC,1667377672.417031,1667377673.417031,1,
Partic_MID,1667377672.425031,1667377673.425031,1,
Partic_LC,1667377672.437031,1667377673.437031,1,
Partic_RC,1667377689.753031,1667377691.193031,1.440000057220459,
Partic_MID,1667377689.817031,1667377691.217031,1.4000000953674316,
Partic_LC,1667377689.877031,1667377691.157031,1.2799999713897705,
Partic_RT,1667377690.009031,1667377691.009031,1,
Partic_RC,1667377745.153031,1667377746.233031,1.0799999237060547,
Partic_MID,1667377745.153031,1667377746.233031,1.0799999237060547,
Partic_LC,1667377745.205031,1667377746.205031,1,
Partic_RT,1667377745.273031,1667377746.273031,1,
Partic_MID,1667377781.921031,1667377783.281031,1.3599998950958252,
Partic_LC,1667377781.937031,1667377783.257031,1.3199999332427979,
Partic_RC,1667377781.937031,1667377783.257031,1.3199999332427979,
Partic_RT,1667377782.265031,1667377783.265031,1,
Partic_RC,1667377787.005031,1667377788.005031,1,
Partic_MID,1667377787.005031,1667377788.005031,1,
Partic_LC,1667377787.065031,1667377788.065031,1,
Partic_RC,1667377797.757031,1667377798.757031,1,
Partic_MID,1667377797.757031,1667377798.757031,1,
Partic_LC,1667377797.785031,1667377798.785031,1,
Partic_RC,1667377801.377031,1667377802.377031,1,
Partic_MID,1667377801.381031,1667377802.381031,1,
Partic_RT,1667377801.481031,1667377802.481031,1,
Partic_LC,1667377801.481031,1667377802.481031,1,
Partic_RC,1667377811.273031,1667377812.273031,1,
Partic_MID,1667377811.277031,1667377812.277031,1,
Partic_LC,1667377811.345031,1667377812.345031,1,
Partic_RC,1667377828.421031,1667377829.421031,1,
Partic_MID,1667377828.421031,1667377829.421031,1,
Partic_LC,1667377828.489031,1667377829.489031,1,
Partic_RC,1667377851.625031,1667377852.665031,1.0399999618530273,
Partic_MID,1667377851.629031,1667377852.669031,1.0399999618530273,
Partic_LC,1667377851.657031,1667377852.657031,1,
Partic_RT,1667377851.721031,1667377852.721031,1,
Partic_RC,1667377868.833031,1667377869.833031,1,
Partic_MID,1667377868.849031,1667377869.849031,1,
Partic_LC,1667377868.873031,1667377869.873031,1,
Partic_RC,1667377871.333031,1667377872.333031,1,
Partic_MID,1667377871.333031,1667377872.333031,1,
Partic_LC,1667377871.397031,1667377872.397031,1,
Partic_RC,1667377874.325031,1667377875.525031,1.2000000476837158,
Partic_MID,1667377874.325031,1667377875.525031,1.2000000476837158,
Partic_LC,1667377874.549031,1667377875.549031,1,
Partic_RC,1667377887.829031,1667377888.829031,1,
Partic_MID,1667377887.829031,1667377888.829031,1,
Partic_LC,1667377887.925031,1667377888.925031,1,
Partic_MID,1667377890.593031,1667377891.633031,1.0399999618530273,
Partic_RC,1667377890.597031,1667377891.597031,1,
Partic_LC,1667377890.633031,1667377891.633031,1,
Partic_RC,1667377931.137031,1667377932.137031,1,
Partic_MID,1667377931.137031,1667377932.137031,1,
Partic_RC,1667377944.425031,1667377946.145031,1.7200000286102295,
Partic_MID,1667377944.425031,1667377946.145031,1.7200000286102295,
Partic_LC,1667377944.621031,1667377946.141031,1.5199999809265137,
Partic_MID,1667377948.841031,1667377949.881031,1.0399999618530273,
Partic_RC,1667377948.845031,1667377949.885031,1.0399999618530273,
Partic_LC,1667377948.933031,1667377949.933031,1,
Partic_RC,1667377988.561031,1667377989.561031,1,
Partic_MID,1667377988.561031,1667377989.561031,1,
Partic_RT,1667377988.593031,1667377989.593031,1,
Partic_LC,1667377988.597031,1667377989.597031,1,
Partic_RC,1667377995.757031,1667377996.877031,1.1200001239776611,
Partic_MID,1667377995.761031,1667377996.881031,1.1200001239776611,
Partic_LC,1667377995.841031,1667377996.841031,1,
Partic_RC,1667378052.601031,1667378054.081031,1.4800000190734863,
Partic_MID,1667378052.657031,1667378054.057031,1.3999998569488525,
Partic_LC,1667378052.661031,1667378053.941031,1.2799999713897705,
Partic_RC,1667378066.929031,1667378068.209031,1.2800002098083496,
Partic_MID,1667378066.929031,1667378068.129031,1.2000000476837158,
Partic_LC,1667378066.985031,1667378068.225031,1.2400000095367432,
Partic_MID,1667378075.517031,1667378076.517031,1,
Partic_RC,1667378075.521031,1667378076.521031,1,
Partic_RC,1667378079.761031,1667378080.761031,1,
Partic_MID,1667378079.761031,1667378080.761031,1,
Partic_RC,1667378092.969031,1667378094.129031,1.1599998474121094,
Partic_MID,1667378092.969031,1667378094.129031,1.1599998474121094,
Partic_LC,1667378093.037031,1667378094.037031,1,
Partic_RC,1667378112.993031,1667378113.993031,1,
Partic_MID,1667378112.993031,1667378113.993031,1,
Partic_LC,1667378112.997031,1667378113.997031,1,
Partic_RC,1667378115.773031,1667378116.853031,1.0799999237060547,
Partic_MID,1667378115.773031,1667378116.853031,1.0799999237060547,
Partic_LC,1667378115.841031,1667378116.841031,1,
Partic_RT,1667378115.933031,1667378116.933031,1,
Partic_MID,1667378135.177031,1667378136.177031,1,
Partic_MID,1667378145.541031,1667378146.541031,1,
Partic_RC,1667378145.545031,1667378146.545031,1,
Partic_RC,1667378149.233031,1667378150.553031,1.3199999332427979,
Partic_MID,1667378149.237031,1667378150.557031,1.3199999332427979,
Partic_LC,1667378149.285031,1667378150.485031,1.1999998092651367,
Partic_RT,1667378149.365031,1667378150.525031,1.1600000858306885,
Partic_MID,1667378154.357031,1667378155.357031,1,
Partic_RC,1667378154.365031,1667378155.365031,1,
Partic_MID,1667378156.933031,1667378158.253031,1.3199999332427979,
Partic_RC,1667378156.949031,1667378158.229031,1.2799999713897705,
Partic_LC,1667378156.957031,1667378158.117031,1.1600000858306885,
Partic_RT,1667378157.265031,1667378158.265031,1,
Partic_RC,1667378170.225031,1667378171.585031,1.3600001335144043,
Partic_MID,1667378170.225031,1667378171.585031,1.3600001335144043,
Partic_LC,1667378170.657031,1667378171.657031,1,
Partic_RC,1667378214.421031,1667378215.421031,1,
Partic_MID,1667378214.421031,1667378215.421031,1,
Partic_RC,1667378219.613031,1667378220.813031,1.2000000476837158,
Partic_MID,1667378219.613031,1667378220.853031,1.2400000095367432,
Partic_LC,1667378219.649031,1667378220.769031,1.1200001239776611,
Partic_RT,1667378219.729031,1667378220.729031,1,
Partic_LC,1667378230.069031,1667378231.149031,1.0799999237060547,
Partic_RC,1667378230.069031,1667378231.229031,1.1600000858306885,
Partic_MID,1667378230.069031,1667378231.189031,1.119999885559082,
Partic_RT,1667378230.257031,1667378231.257031,1,
Partic_RC,1667378240.597031,1667378241.597031,1,
Partic_MID,1667378240.625031,1667378241.625031,1,
Partic_LC,1667378240.693031,1667378241.693031,1,
Partic_RC,1667378248.765031,1667378249.765031,1,
Partic_MID,1667378248.765031,1667378249.765031,1,
Partic_LC,1667378248.769031,1667378249.769031,1,
Partic_RC,1667378262.053031,1667378263.053031,1,
Partic_MID,1667378262.053031,1667378263.053031,1,
Partic_LC,1667378262.117031,1667378263.117031,1,
Partic_RC,1667378264.885031,1667378265.885031,1,
Partic_MID,1667378264.949031,1667378265.949031,1,
Partic_RT,1667378264.957031,1667378265.957031,1,
Partic_RC,1667378272.817031,1667378273.817031,1,
Partic_MID,1667378272.817031,1667378273.817031,1,
Partic_LC,1667378272.825031,1667378273.825031,1,
Partic_RC,1667378302.225031,1667378303.305031,1.0800001621246338,
Partic_MID,1667378302.257031,1667378303.297031,1.0399999618530273,
Partic_LC,1667378302.317031,1667378303.317031,1,
Partic_RC,1667378310.605031,1667378311.685031,1.0799999237060547,
Partic_MID,1667378310.605031,1667378311.685031,1.0799999237060547,
Partic_LC,1667378310.609031,1667378311.649031,1.0399999618530273,
Partic_RT,1667378310.737031,1667378311.737031,1,
Partic_MID,1667378348.909031,1667378350.269031,1.3600001335144043,
Partic_RC,1667378348.933031,1667378350.253031,1.3199999332427979,
Partic_LC,1667378348.937031,1667378350.257031,1.3199999332427979,
Partic_RT,1667378349.101031,1667378350.101031,1,
Partic_RC,1667378358.297031,1667378359.777031,1.4800000190734863,
Partic_MID,1667378358.297031,1667378359.777031,1.4800000190734863,
Partic_LC,1667378358.365031,1667378359.925031,1.559999942779541,
Partic_RC,1667378365.705031,1667378366.905031,1.2000000476837158,
Partic_MID,1667378365.705031,1667378366.865031,1.1600000858306885,
Partic_MID,1667378374.429031,1667378376.349031,1.9200000762939453,
Partic_RT,1667378379.521031,1667378380.521031,1,
Partic_RC,1667378379.585031,1667378380.585031,1,
Partic_MID,1667378379.585031,1667378380.585031,1,
Partic_LC,1667378379.625031,1667378380.625031,1,
Partic_RC,1667378382.609031,1667378383.649031,1.0399999618530273,
Partic_MID,1667378382.613031,1667378383.653031,1.0400002002716064,
Partic_LC,1667378382.701031,1667378383.701031,1,
Partic_MID,1667378403.161031,1667378404.361031,1.2000000476837158,
Partic_RC,1667378403.165031,1667378404.365031,1.2000000476837158,
Partic_LC,1667378403.213031,1667378404.293031,1.0799999237060547,
Partic_RT,1667378403.429031,1667378404.429031,1,
Partic_RC,1667378412.689031,1667378413.689031,1,
Partic_MID,1667378412.689031,1667378413.689031,1,
Partic_LC,1667378412.729031,1667378413.729031,1,
Partic_RC,1667378416.261031,1667378417.261031,1,
Partic_MID,1667378416.261031,1667378417.261031,1,
Partic_LC,1667378416.357031,1667378417.357031,1,
Partic_RC,1667378420.117031,1667378421.477031,1.3599998950958252,
Partic_MID,1667378420.133031,1667378421.453031,1.320000171661377,
Partic_LC,1667378420.145031,1667378421.425031,1.2799999713897705,
Partic_RT,1667378420.269031,1667378421.389031,1.119999885559082,
Partic_MID,1667378444.517031,1667378445.557031,1.0399999618530273,
Partic_RC,1667378444.589031,1667378445.589031,1,
Partic_MID,1667378452.241031,1667378453.241031,1,
Partic_LC,1667378452.285031,1667378453.285031,1,
Partic_RC,1667378452.309031,1667378453.309031,1,
Partic_RC,1667378480.625031,1667378481.745031,1.1200001239776611,
Partic_MID,1667378480.625031,1667378481.745031,1.1200001239776611,
Partic_LC,1667378480.701031,1667378481.701031,1,
Partic_MID,1667378483.713031,1667378484.713031,1,
Partic_RC,1667378483.737031,1667378484.737031,1,
Partic_LC,1667378483.741031,1667378484.741031,1,
Partic_LC,1667378488.121031,1667378489.121031,1,
Partic_MID,1667378488.121031,1667378489.441031,1.3199999332427979,
Partic_RC,1667378488.177031,1667378489.177031,1,
Partic_RC,1667378502.997031,1667378503.997031,1,
Partic_MID,1667378502.997031,1667378503.997031,1,
Partic_RC,1667378521.297031,1667378522.457031,1.1600000858306885,
Partic_MID,1667378521.297031,1667378522.497031,1.2000000476837158,
Partic_LC,1667378521.353031,1667378522.473031,1.1200001239776611,
Partic_RT,1667378521.417031,1667378522.417031,1,
Partic_LT,1667378521.509031,1667378522.509031,1,
Partic_RC,1667378525.641031,1667378526.641031,1,
Partic_MID,1667378525.641031,1667378526.641031,1,
Partic_LC,1667378525.705031,1667378526.705031,1,
Partic_RC,1667378542.133031,1667378543.133031,1,
Partic_MID,1667378542.161031,1667378543.161031,1,
Partic_RC,1667378549.993031,1667378551.273031,1.2799999713897705,
Partic_MID,1667378549.997031,1667378551.277031,1.2799999713897705,
Partic_LC,1667378550.001031,1667378551.201031,1.2000000476837158,
Partic_RT,1667378550.253031,1667378551.253031,1,
Partic_RC,1667378563.981031,1667378565.101031,1.1200001239776611,
Partic_MID,1667378563.985031,1667378565.065031,1.0800001621246338,
Partic_LC,1667378564.109031,1667378565.109031,1,
Partic_MID,1667378567.265031,1667378568.265031,1,
Partic_RC,1667378567.269031,1667378568.269031,1,
Partic_LC,1667378567.273031,1667378568.273031,1,
Partic_RC,1667378577.693031,1667378578.693031,1,
Partic_MID,1667378577.845031,1667378578.845031,1,
Partic_RC,1667378597.793031,1667378598.793031,1,
Partic_MID,1667378597.829031,1667378598.829031,1,
Partic_RC,1667378611.069031,1667378612.069031,1,
Partic_MID,1667378611.069031,1667378612.069031,1,
Partic_RC,1667378660.617031,1667378661.897031,1.2799999713897705,
Partic_MID,1667378660.617031,1667378661.897031,1.2799999713897705,
Partic_LC,1667378660.809031,1667378661.929031,1.119999885559082,
Partic_RC,1667378664.169031,1667378665.489031,1.320000171661377,
Partic_MID,1667378664.169031,1667378665.489031,1.320000171661377,
Partic_LC,1667378664.249031,1667378665.369031,1.119999885559082,
Partic_MID,1667378668.897031,1667378670.177031,1.2799999713897705,
Partic_RC,1667378668.901031,1667378670.181031,1.2799999713897705,
Partic_LC,1667378668.905031,1667378670.105031,1.2000000476837158,
Partic_RT,1667378669.005031,1667378670.245031,1.2400000095367432,
Partic_RC,1667378676.937031,1667378678.017031,1.0799999237060547,
Partic_MID,1667378676.985031,1667378678.025031,1.0400002002716064,
Partic_LC,1667378677.053031,1667378678.053031,1,
Partic_RC,1667378680.813031,1667378682.253031,1.440000057220459,
Partic_MID,1667378680.817031,1667378682.377031,1.5600001811981201,
Partic_LC,1667378680.993031,1667378681.993031,1,
Partic_RC,1667378685.013031,1667378686.373031,1.3599998950958252,
Partic_MID,1667378685.013031,1667378686.493031,1.4800000190734863,
Partic_LC,1667378685.017031,1667378686.377031,1.3600001335144043,
Partic_RC,1667378708.569031,1667378709.569031,1,
Partic_MID,1667378708.569031,1667378709.569031,1,
Partic_RC,1667378712.505031,1667378713.705031,1.1999998092651367,
Partic_MID,1667378712.505031,1667378713.785031,1.2799999713897705,
Partic_LC,1667378712.557031,1667378713.597031,1.0400002002716064,
Partic_MID,1667378763.629031,1667378765.069031,1.440000057220459,
Partic_LC,1667378763.641031,1667378764.921031,1.2799999713897705,
Partic_RC,1667378763.641031,1667378765.081031,1.440000057220459,
Partic_LC,1667378790.597031,1667378791.637031,1.0399999618530273,
Partic_RC,1667378790.597031,1667378791.877031,1.2799999713897705,
Partic_MID,1667378790.597031,1667378791.877031,1.2799999713897705,
Partic_RT,1667378790.785031,1667378791.825031,1.0399999618530273,
Partic_RC,1667378814.381031,1667378815.581031,1.2000000476837158,
Partic_MID,1667378814.381031,1667378815.581031,1.2000000476837158,
Partic_LC,1667378814.437031,1667378815.557031,1.119999885559082,
